Station_ID,Station_Name,Station_Category,lat0,lon0,fE,fN,k0,h0,H0,Undulation,ppm_Max,ppm_Range,ppm_avg,ppm_StdDev
VA_3568,Lathen,6,52.8625,7.3238,5000,10000,1.0000018,11.4,11.4,41.7,,,,
VA_3569,Laubendorf,6,49.4951,10.7543,5000,10000,1.0000483,308.3,311.5,47.2,,,,
VA_3570,Laubenheim (Nahe),6,49.9201,7.8979,5000,10000,1.0000142,90.5,91.2,48.4,,,,
VA_3571,Laucha (Unstrut),7,51.2233,11.6795,5000,10000,1.0000182,116.2,117.3,45.3,,,,
VA_3572,Lauchhammer Sued,-1,51.4733,13.7808,5000,10000,1.0000147,94.0,96.6,42.7,,,,
VA_3573,Lauchhammer,6,51.4763,13.7448,5000,10000,1.0000145,92.5,95.1,42.7,,,,
VA_3574,Lauchheim,6,48.8700,10.2382,5000,10000,1.0000799,509.8,513.5,47.9,,,,
VA_3575,Lauchringen,6,47.6299,8.3229,5000,10000,1.0000560,357.4,362.4,48.5,,,,
VA_3576,Lauda,5,49.5661,9.7111,5000,10000,1.0000298,190.0,191.8,48.4,,,,
VA_3577,Laudenbach am Main,-4,49.7441,9.1801,5000,10000,1.0000189,120.6,122.3,48.1,,,,
VA_3578,Laudenbach (Bergstr),5,49.6131,8.6460,5000,10000,1.0000151,96.2,98.4,47.7,,,,
VA_3579,Laudenbach (Wuertt),-4,49.4561,9.9242,5000,10000,1.0000414,264.2,266.2,48.4,,,,
VA_3580,Lauenbrueck,5,53.1985,9.5652,5000,10000,1.0000049,31.3,32.0,40.4,,,,
VA_3581,Lauenburg (Elbe),6,53.3715,10.5693,5000,10000,1.0000016,10.1,10.7,40.1,,,,
VA_3582,Lauenfoerde,6,51.6593,9.3941,5000,10000,1.0000162,103.6,103.3,45.6,,,,
VA_3583,Lauenstein (Sachs),7,50.7882,13.8158,5000,10000,1.0000732,467.2,470.3,43.8,,,,
VA_3584,Lauf (links Pegnitz),5,49.5081,11.2874,5000,10000,1.0000514,327.7,331.5,46.5,,,,
VA_3585,Lauf (rechts Pegnitz),5,49.5131,11.2784,5000,10000,1.0000515,328.9,332.6,46.5,,,,
VA_3586,Lauf West,6,49.5021,11.2794,5000,10000,1.0000511,326.3,330.1,46.5,,,,
VA_3587,Laufach,6,50.0121,9.2791,5000,10000,1.0000274,175.0,176.2,48.0,,,,
VA_3588,Laufen (Oberbay),-4,47.9349,12.9236,5000,10000,1.0000680,433.5,441.5,45.0,,,,
VA_3589,Laufenburg (Baden),6,47.5639,8.0589,5000,10000,1.0000481,306.9,311.6,48.9,,,,
VA_3590,Laufenburg (Baden) Ost,6,47.5669,8.0749,5000,10000,1.0000492,313.6,318.4,48.8,,,,
VA_3591,Lauffen (Neckar),4,49.0780,9.1471,5000,10000,1.0000259,165.6,168.3,48.4,,,,
VA_3592,Lauingen,6,48.5760,10.4262,5000,10000,1.0000678,432.5,437.4,47.2,,,,
VA_3593,Laupheim West,4,48.2309,9.8491,5000,10000,1.0000777,495.6,501.0,47.3,,,,
VA_3594,Laurenburg (Lahn),6,50.3312,7.9069,5000,10000,1.0000153,97.3,97.3,48.2,,,,
VA_3595,Lauscha (Thuer),7,50.4742,11.1614,5000,10000,1.0000958,611.3,612.4,47.2,,,,
VA_3597,Laussig (B Dueben),-3,51.5423,12.6416,5000,10000,1.0000149,94.8,97.1,43.1,,,,
VA_3598,Laussnitz,6,51.2493,13.8818,5000,10000,1.0000287,182.9,185.6,43.1,,,,
VA_3599,Lauta (Niederlausitz),6,51.4483,14.0948,5000,10000,1.0000199,127.1,129.8,42.4,,,,
VA_3600,Lautenbach (Baden),7,48.5200,8.1169,5000,10000,1.0000325,207.3,210.3,49.0,,,,
VA_3602,Lauterbach (Hess) Nord,6,50.6452,9.4091,5000,10000,1.0000455,290.2,290.2,47.8,,,,
VA_3603,Lauterbach (Mole),-4,54.3436,13.5048,5000,10000,0.9999999,-0.4,0.7,36.2,,,,
VA_3604,Lauterbach-Steinbach,6,51.1763,12.6206,5000,10000,1.0000266,169.5,171.6,44.2,,,,
VA_3605,Lauterecken-Grumbach,6,49.6551,7.5918,5000,10000,1.0000254,162.0,162.9,48.6,,,,
VA_3606,Lebach,6,49.4091,6.9077,5000,10000,1.0000340,217.0,218.6,48.2,,,,
VA_3607,Lebus,-1,52.4304,14.5199,5000,10000,1.0000080,51.1,55.3,38.3,,,,
VA_3608,Riedstadt-Wolfskehlen,6,49.8551,8.4940,5000,10000,1.0000137,87.2,88.8,47.7,,,,
VA_3609,Leer (Ostfriesl),3,53.2335,7.4658,5000,10000,1.0000009,5.5,5.5,40.6,0.2,0.4,0.0,0.1
VA_3610,Leese-Stolzenau,6,52.5104,9.1111,5000,10000,1.0000055,35.3,35.8,42.6,,,,
VA_3611,Legden,7,52.0364,7.0898,5000,10000,1.0000105,67.1,67.0,43.9,,,,
VA_3612,Legefeld,7,50.9282,11.2894,5000,10000,1.0000464,296.4,297.4,46.1,,,,
VA_3613,Legelshurst,6,48.5600,7.9149,5000,10000,1.0000214,136.8,140.2,48.4,,,,
VA_3614,Lehmen,6,50.2862,7.4558,5000,10000,1.0000116,74.1,74.2,48.1,,,,
VA_3615,Lehndorf (Kr Altenburg),6,50.9392,12.4276,5000,10000,1.0000301,192.3,194.0,45.2,,,,
VA_3616,Lehnheim,7,50.6082,8.9930,5000,10000,1.0000457,291.4,291.3,47.9,,,,
VA_3617,Lehnitz,5,52.7434,13.2647,5000,10000,1.0000056,35.4,38.5,39.1,,,,
VA_3620,Lehrte,3,52.3784,9.9762,5000,10000,1.0000095,60.7,61.5,42.7,1.0,1.1,0.0,0.1
VA_3621,Leichlingen,5,51.1093,7.0058,5000,10000,1.0000131,83.5,83.1,46.5,,,,
VA_3622,Leiferde (b Gifhorn),6,52.4574,10.4293,5000,10000,1.0000084,53.5,54.5,42.3,,,,
VA_3623,Leimbach-Kaiseroda,-1,50.8172,10.2012,5000,10000,1.0000377,240.7,241.2,46.9,,,,
VA_3625,Leinefelde,3,51.3903,10.3303,5000,10000,1.0000531,338.8,338.9,45.9,-1.4,2.2,-0.1,0.5
VA_3626,Leinfelden,4,48.6980,9.1440,5000,10000,1.0000664,423.7,427.2,48.4,,,,
VA_3629,Leipheim,5,48.4510,10.2162,5000,10000,1.0000698,445.2,450.4,47.3,,,,
VA_3631,Leipzig Hbf,1,51.3463,12.3836,5000,10000,1.0000168,107.5,109.4,44.0,-0.5,0.7,-0.1,0.2
VA_3632,Leipzig-Voelkerschlachtdenkmal,5,51.3203,12.4076,5000,10000,1.0000209,133.4,135.4,44.0,,,,
VA_3633,Leipzig Ost,-1,51.3513,12.4086,5000,10000,1.0000173,110.4,112.4,43.9,,,,
VA_3636,Leipzig-Connewitz,5,51.3023,12.3876,5000,10000,1.0000184,117.5,119.4,44.1,,,,
VA_3637,Leipzig-Gohlis,4,51.3643,12.3766,5000,10000,1.0000170,108.7,110.7,44.0,,,,
VA_3638,Leipzig-Grosszschocher,-1,51.3033,12.3165,5000,10000,1.0000187,119.5,121.3,44.3,,,,
VA_3639,Leipzig-Heiterblick,6,51.3703,12.4616,5000,10000,1.0000200,127.4,129.6,43.8,,,,
VA_3641,Leipzig-Knauthain,6,51.2793,12.3105,5000,10000,1.0000184,117.7,119.5,44.3,,,,
VA_3642,Leipzig-Leutzsch,5,51.3553,12.3055,5000,10000,1.0000165,105.2,107.0,44.1,,,,
VA_3643,Leipzig-Moeckern,4,51.3653,12.3536,5000,10000,1.0000171,108.9,110.9,44.0,,,,
VA_3644,Leipzig-Paunsdorf,5,51.3453,12.4456,5000,10000,1.0000196,125.2,127.2,43.9,,,,
VA_3645,Leipzig-Plagwitz,5,51.3293,12.3235,5000,10000,1.0000181,115.7,117.6,44.2,,,,
VA_3646,Leipzig-Stoetteritz,4,51.3263,12.4126,5000,10000,1.0000194,123.8,125.8,44.0,,,,
VA_3647,Leipzig-Thekla,6,51.3733,12.4326,5000,10000,1.0000186,118.8,120.9,43.8,,,,
VA_3648,Leipzig-Volkmarsdorf,-1,51.3513,12.3996,5000,10000,1.0000170,108.7,110.7,44.0,,,,
VA_3649,Leipzig-Wahren,5,51.3823,12.3226,5000,10000,1.0000197,125.5,127.4,44.0,,,,
VA_3650,Leisnig,6,51.1613,12.9396,5000,10000,1.0000240,153.4,155.8,44.0,,,,
VA_3651,Leissling,6,51.1863,11.9115,5000,10000,1.0000154,98.2,99.5,45.1,,,,
VA_3652,Leitstade,7,53.1705,10.9144,5000,10000,1.0000106,68.0,68.9,40.3,,,,
VA_3654,Lembeck,6,51.7523,7.0258,5000,10000,1.0000098,62.5,62.5,44.5,,,,
VA_3655,Lemfoerde,5,52.4614,8.3630,5000,10000,1.0000066,42.0,41.9,43.2,,,,
VA_3657,Lemmie,5,52.2864,9.6102,5000,10000,1.0000125,79.6,80.1,43.2,,,,
VA_3658,Lendringsen,6,51.4113,7.8279,5000,10000,1.0000248,158.0,157.0,46.6,,,,
VA_3659,Lengefeld-Rauenstein,-4,50.7322,13.2047,5000,10000,1.0000597,380.7,383.1,44.8,,,,
VA_3660,Lengenfeld (Vogtl),6,50.5742,12.3745,5000,10000,1.0000604,385.2,387.0,46.0,,,,
VA_3661,Lengenwang,6,47.6979,10.6022,5000,10000,1.0001256,801.4,807.6,47.6,,,,
VA_3662,Lengerich (Westf),5,52.1774,7.8789,5000,10000,1.0000127,80.7,80.5,43.9,,,,
VA_3663,Otzberg-Lengfeld,6,49.8401,8.9040,5000,10000,1.0000311,198.6,200.1,48.0,,,,
VA_3664,Lenggries,6,47.6809,11.5754,5000,10000,1.0001054,672.5,679.1,47.1,,,,
VA_3666,Lensahn,7,54.2206,10.8914,5000,10000,1.0000021,13.5,12.5,39.2,,,,
VA_3667,Leonberg,3,48.8010,9.0050,5000,10000,1.0000585,373.4,376.6,48.5,3.9,6.6,0.2,1.6
VA_3668,Leopoldstal,7,51.8454,8.9721,5000,10000,1.0000363,231.4,231.0,45.2,,,,
VA_3669,Leschede,6,52.3994,7.3068,5000,10000,1.0000048,30.5,30.1,43.3,,,,
VA_3670,Iserlohn-Letmathe,4,51.3643,7.6188,5000,10000,1.0000203,129.9,128.9,46.7,,,,
VA_3671,Letmathe-Dechenhoehle,7,51.3663,7.6449,5000,10000,1.0000226,144.2,143.2,46.7,,,,
VA_3672,Letschin,6,52.6344,14.3489,5000,10000,1.0000005,3.2,7.5,37.7,,,,
VA_3673,Lette (Kr Coesfeld),6,51.8934,7.1878,5000,10000,1.0000114,72.7,72.7,44.2,,,,
VA_3674,Letter,5,52.3954,9.6402,5000,10000,1.0000079,50.7,51.4,42.8,,,,
VA_3675,Leuben (b Riesa),-1,51.1622,13.3037,5000,10000,1.0000252,160.7,163.4,43.5,,,,
VA_3676,Leubingen,6,51.2063,11.1544,5000,10000,1.0000210,134.2,135.2,45.6,,,,
VA_3677,Leubsdorf (Rhein),6,50.5482,7.2868,5000,10000,1.0000093,59.1,59.0,47.6,,,,
VA_3681,Leuna Werke Nord,6,51.3223,12.0025,5000,10000,1.0000161,102.5,103.8,44.8,,,,
VA_3682,Leuna Werke Sued,6,51.3083,12.0085,5000,10000,1.0000161,102.6,104.0,44.8,,,,
VA_3683,Leutenberg,6,50.5662,11.4494,5000,10000,1.0000441,281.1,282.2,46.9,,,,
VA_3684,Leuterschach,7,47.7469,10.5822,5000,10000,1.0001151,734.4,740.6,47.4,,,,
VA_3685,Leutersdorf,-3,50.9582,14.6569,5000,10000,1.0000584,373.0,376.2,42.9,,,,
VA_3686,Leutershausen-Wiedersbach,6,49.2961,10.4412,5000,10000,1.0000692,441.5,444.5,47.8,,,,
VA_3687,Leutesdorf (Rhein),5,50.4492,7.3928,5000,10000,1.0000097,62.1,62.1,47.8,,,,
VA_3688,Leuthen (b Cottbus),6,51.6963,14.2578,5000,10000,1.0000125,79.8,83.0,41.3,,,,
VA_3689,Leutkirch,5,47.8269,10.0172,5000,10000,1.0001017,648.8,655.3,47.0,,,,
VA_3691,Leverkusen Mitte,4,51.0333,6.9928,5000,10000,1.0000072,45.7,45.5,46.5,,,,
VA_3692,Leverkusen-Kueppersteg,5,51.0473,6.9888,5000,10000,1.0000073,46.8,46.5,46.5,,,,
VA_3693,Leverkusen-Rheindorf,5,51.0653,6.9637,5000,10000,1.0000073,46.3,46.1,46.4,,,,
VA_3694,Leverkusen-Schlebusch,5,51.0333,7.0158,5000,10000,1.0000081,51.4,51.1,46.5,,,,
VA_3696,Lich (Oberhess),5,50.5162,8.8230,5000,10000,1.0000262,167.4,167.5,47.9,,,,
VA_3697,Lichte (Thuer),-1,50.5192,11.1854,5000,10000,1.0000976,622.7,623.6,47.1,,,,
VA_3698,Lichte (Thuer) Ost,-1,50.5272,11.2094,5000,10000,1.0001009,643.7,644.6,47.1,,,,
VA_3699,Lichtenberg (Erzgeb),7,50.8412,13.4057,5000,10000,1.0000623,397.7,400.4,44.2,,,,
VA_3700,Lichtenfels,3,50.1472,11.0603,5000,10000,1.0000408,260.1,262.5,46.6,-3.5,4.2,-0.1,0.5
VA_3701,Rostock Lichtenhagen,4,54.1536,12.0726,5000,10000,1.0000009,5.6,5.5,38.4,,,,
VA_3702,Lichtenhain (a d Bergbahn),-4,50.5932,11.1334,5000,10000,1.0001029,656.6,657.6,47.0,,,,
VA_3703,Lichtenrade,5,52.3884,13.3977,5000,10000,1.0000063,39.9,43.3,39.7,,,,
VA_3704,Lichtenstein (Sachs),6,50.7592,12.6276,5000,10000,1.0000501,319.8,321.6,45.5,,,,
VA_3705,Lichtentanne (Sachs),6,50.7002,12.4216,5000,10000,1.0000502,320.6,322.4,45.8,,,,
VA_3706,Lichtentanne (Thuer),7,50.5252,11.4834,5000,10000,1.0000542,345.8,346.9,47.0,,,,
VA_3707,Lichtenthal,7,49.0100,13.2476,5000,10000,1.0000894,570.7,574.6,47.0,,,,
VA_3708,Liebenau (Bz Kassel),-1,51.4933,9.2751,5000,10000,1.0000245,156.5,156.1,46.1,,,,
VA_3709,Liebenthal (Prign),7,53.1525,12.3956,5000,10000,1.0000131,83.7,84.8,40.1,,,,
VA_3711,Leipzig-Liebertwolkwitz,6,51.2853,12.4706,5000,10000,1.0000225,143.6,145.6,44.1,,,,
VA_3712,Lieblos,6,50.2082,9.1451,5000,10000,1.0000199,127.0,127.8,47.9,,,,
VA_3716,Lietzow (Ruegen),6,54.4826,13.5118,5000,10000,1.0000001,0.5,1.4,36.0,,,,
VA_3718,Limbach (Sachs),-1,50.8622,12.7756,5000,10000,1.0000577,367.9,369.9,45.1,,,,
VA_3719,Limbach (Vogtl),6,50.5882,12.2545,5000,10000,1.0000632,403.6,405.3,46.1,,,,
VA_3720,Limburg (Lahn),3,50.3852,8.0629,5000,10000,1.0000192,122.7,122.7,48.2,-2.6,3.4,-0.4,0.8
VA_3721,Limburgerhof,4,49.4251,8.3919,5000,10000,1.0000149,95.0,97.8,47.4,,,,
VA_3722,Limmritz (Sachs),6,51.1192,13.0517,5000,10000,1.0000295,188.0,190.5,43.9,,,,
VA_3723,Limburg Sued,4,50.3832,8.0969,5000,10000,1.0000281,179.2,179.1,48.2,,,,
VA_3724,Linda (Elster),6,51.8543,13.0867,5000,10000,1.0000120,76.9,79.4,42.0,,,,
VA_3725,Lindach,6,49.4181,9.0070,5000,10000,1.0000224,142.9,145.0,48.4,,,,
VA_3726,Lindau (Anh),-1,52.0364,12.1075,5000,10000,1.0000123,78.2,80.0,42.6,,,,
VA_3727,Lindau-Insel,3,47.5449,9.6811,5000,10000,1.0000614,391.6,398.8,46.7,,,,
VA_3728,Lindau-Aeschach,6,47.5609,9.6861,5000,10000,1.0000627,400.2,407.4,46.7,,,,
VA_3729,Lindau-Reutin,3,47.5529,9.7041,5000,10000,1.0000613,390.9,398.1,46.7,0.5,1.0,0.1,0.2
VA_3731,Leipzig-Lindenau,6,51.3353,12.3225,5000,10000,1.0000180,114.9,116.8,44.2,,,,
VA_3732,Lindenberg (Mark),7,52.2054,14.1138,5000,10000,1.0000137,87.4,91.1,39.6,,,,
VA_3733,Lindenholzhausen,6,50.3682,8.1219,5000,10000,1.0000277,176.8,176.8,48.2,,,,
VA_3734,Lindern,4,50.9983,6.2076,5000,10000,1.0000116,73.9,74.4,45.4,,,,
VA_3735,Altenstadt-Lindheim,6,50.2922,8.9800,5000,10000,1.0000196,125.3,125.9,47.9,,,,
VA_3736,Lindhorst (Schaumb-Lippe),6,52.3554,9.2901,5000,10000,1.0000092,58.8,59.1,43.2,,,,
VA_3738,Lindow (Mark),-4,52.9635,12.9827,5000,10000,1.0000071,45.5,47.8,39.3,,,,
VA_3740,Lindwedel,6,52.6124,9.6902,5000,10000,1.0000055,35.1,36.1,41.9,,,,
VA_3741,Lingen (Ems),4,52.5214,7.3228,5000,10000,1.0000037,23.9,23.6,42.9,,,,
VA_3742,Lingenfeld,6,49.2541,8.3509,5000,10000,1.0000167,106.5,109.7,47.5,,,,
VA_3743,Linsburg,6,52.6024,9.3271,5000,10000,1.0000063,39.9,40.7,42.1,,,,
VA_3744,Linz (Rhein),4,50.5702,7.2768,5000,10000,1.0000092,58.6,58.5,47.6,,,,
VA_3745,Lippelsdorf,-1,50.5282,11.2494,5000,10000,1.0000888,566.7,567.7,47.1,,,,
VA_3746,Lippstadt,4,51.6723,8.3500,5000,10000,1.0000122,78.2,77.7,45.5,,,,
VA_3747,Rotenburg an der Fulda-Lispenhausen,6,50.9913,9.7682,5000,10000,1.0000299,191.0,191.0,47.0,,,,
VA_3748,Lissendorf,6,50.3192,6.6157,5000,10000,1.0000648,413.4,413.1,48.1,,,,
VA_3749,Listerscheid,6,51.1093,7.8499,5000,10000,1.0000473,301.8,300.4,47.8,,,,
VA_3750,Kreuztal-Littfeld,6,51.0083,7.9879,5000,10000,1.0000566,361.1,359.7,48.1,,,,
VA_3751,Loebau (Sachs),4,51.1002,14.6739,5000,10000,1.0000408,260.4,263.5,42.7,,,,
VA_3753,Lobenstein (Thuer),6,50.4532,11.6434,5000,10000,1.0000764,487.3,488.4,47.1,,,,
VA_3754,Lobstaedt,6,51.1373,12.4506,5000,10000,1.0000214,136.3,138.2,44.6,,,,
VA_3755,Loburg,-1,52.1174,12.0895,5000,10000,1.0000117,74.9,76.9,42.1,,,,
VA_3756,Loecherberg,7,48.4360,8.1729,5000,10000,1.0000520,332.0,334.8,49.3,,,,
VA_3757,Lochham,4,48.1289,11.4324,5000,10000,1.0000822,524.5,531.6,45.9,,,,
VA_3758,Loecknitz,6,53.4575,14.2169,5000,10000,1.0000016,10.5,14.0,36.2,,,,
VA_3759,Lodersleben,-1,51.3693,11.5494,5000,10000,1.0000319,203.8,204.6,45.3,,,,
VA_3760,Loedingsen,7,51.5903,9.7922,5000,10000,1.0000302,193.0,193.0,45.5,,,,
VA_3761,Loef,6,50.2322,7.4448,5000,10000,1.0000126,80.4,80.5,48.2,,,,
VA_3762,Loeffingen,6,47.8839,8.3429,5000,10000,1.0001256,801.2,804.8,49.6,,,,
VA_3763,Lohgarten-Roth,7,49.2450,11.0973,5000,10000,1.0000528,337.2,341.5,46.6,,,,
VA_3764,Lohhof,4,48.2889,11.5824,5000,10000,1.0000728,464.2,471.2,45.6,,,,
VA_3765,Lohmen,6,50.9902,13.9898,5000,10000,1.0000314,200.4,203.6,43.2,,,,
VA_3766,Loehnberg,6,50.5102,8.2749,5000,10000,1.0000215,137.0,136.6,48.2,,,,
VA_3767,Lohne (Oldb),6,52.6664,8.2299,5000,10000,1.0000054,34.5,34.6,42.3,,,,
VA_3768,Loehne (Westf),4,52.1984,8.7140,5000,10000,1.0000101,64.2,64.0,44.1,,,,
VA_3769,Lohnweiler,6,49.6371,7.6008,5000,10000,1.0000263,167.8,168.8,48.7,,,,
VA_3770,Lohr Bahnhof,4,50.0051,9.5821,5000,10000,1.0000262,167.0,168.3,47.9,,,,
VA_3773,Lohsa,7,51.3803,14.4009,5000,10000,1.0000191,121.9,125.0,42.1,,,,
VA_3775,Loitsch-Hohenleuben,6,50.7352,12.0495,5000,10000,1.0000407,260.0,261.5,46.0,,,,
VA_3776,Lollar,5,50.6492,8.7030,5000,10000,1.0000263,167.6,167.2,48.0,,,,
VA_3777,Lommatzsch,-1,51.1943,13.3097,5000,10000,1.0000247,157.5,160.2,43.4,,,,
VA_3778,Lonsee,6,48.5460,9.9182,5000,10000,1.0000876,558.9,563.1,48.0,,,,
VA_3779,Loppenhausen,7,48.1639,10.3922,5000,10000,1.0000835,532.7,538.8,46.8,,,,
VA_3780,Lorch (Rhein),6,50.0412,7.8139,5000,10000,1.0000126,80.3,80.7,48.5,,,,
VA_3781,Lorch (Wuertt),5,48.7990,9.6971,5000,10000,1.0000450,286.9,290.5,48.1,,,,
VA_3782,Lorchhausen,6,50.0552,7.7819,5000,10000,1.0000123,78.8,79.1,48.5,,,,
VA_3783,Loerrach Hbf,4,47.6149,7.6658,5000,10000,1.0000459,292.9,297.0,49.3,,,,
VA_3784,Loerrach-Stetten,6,47.6019,7.6598,5000,10000,1.0000447,284.8,289.0,49.2,,,,
VA_3785,Lorsbach,4,50.1162,8.4240,5000,10000,1.0000251,160.3,161.0,48.1,,,,
VA_3786,Lorsch,6,49.6601,8.5670,5000,10000,1.0000146,93.0,95.3,47.6,,,,
VA_3787,Loerzenbach-Fahrenbach,7,49.6401,8.7650,5000,10000,1.0000288,183.7,185.5,48.1,,,,
VA_3789,Loessau,-1,50.5812,11.8795,5000,10000,1.0000710,453.0,454.3,46.6,,,,
VA_3790,Lossburg-Rodt,7,48.4190,8.4540,5000,10000,1.0001024,653.2,656.0,49.5,,,,
VA_3791,Loessnitz ob Bf,-4,50.6262,12.7506,5000,10000,1.0000755,481.6,483.6,45.6,,,,
VA_3792,Loessnitz unt Bf,-4,50.6122,12.7256,5000,10000,1.0000645,411.5,413.6,45.6,,,,
VA_3793,Loessnitzgrund,-4,51.1222,13.6557,5000,10000,1.0000219,140.0,142.9,43.2,,,,
VA_3795,Loevenich,5,50.9443,6.8347,5000,10000,1.0000098,62.3,62.4,46.3,,,,
VA_3796,Loewenberg (Mark),5,52.8984,13.1917,5000,10000,1.0000094,59.9,62.6,39.0,,,,
VA_3797,Loewenberg (Mark) Dorf,-1,52.9004,13.1547,5000,10000,1.0000079,50.3,52.9,39.1,,,,
VA_3798,Loewental,6,47.6619,9.5001,5000,10000,1.0000618,394.5,401.7,46.6,,,,
VA_3799,Loxstedt,6,53.4765,8.6550,5000,10000,1.0000008,5.3,5.8,39.8,,,,
VA_3800,Luebars (Kr Burg),-1,52.1704,12.1285,5000,10000,1.0000129,82.3,84.5,41.8,,,,
VA_3801,Luebbecke (Westf),6,52.3074,8.6070,5000,10000,1.0000109,69.3,69.1,43.7,,,,
VA_3802,Luebben (Spreewald),4,51.9413,13.8788,5000,10000,1.0000079,50.2,53.2,41.1,,,,
VA_3805,Luebbenau (Spreewald),4,51.8633,13.9628,5000,10000,1.0000077,49.0,52.0,41.2,,,,
VA_3806,Luebberstedt,6,53.3445,8.7860,5000,10000,1.0000033,20.8,21.4,40.0,,,,
VA_3807,Luebeck Hbf,2,53.8696,10.6713,5000,10000,1.0000015,9.7,9.5,39.5,0.7,1.3,0.0,0.4
VA_3808,Luebeck-Flughafen,6,53.8056,10.6983,5000,10000,1.0000021,13.6,13.5,39.5,,,,
VA_3810,Luebeck-Kuecknitz,6,53.9186,10.8034,5000,10000,1.0000025,15.9,15.5,39.4,,,,
VA_3812,Luebeck-Travemuende Hafen,6,53.9606,10.8674,5000,10000,1.0000005,3.2,2.8,39.4,,,,
VA_3813,Luebeck-Travemuende Skandinavienkai,6,53.9526,10.8554,5000,10000,1.0000008,5.4,5.0,39.4,,,,
VA_3814,Luebeck-Travemuende Strand,6,53.9666,10.8774,5000,10000,1.0000007,4.6,4.2,39.4,,,,
VA_3815,Lueblow (Meckl),6,53.4195,11.4615,5000,10000,1.0000057,36.4,37.1,39.9,,,,
VA_3817,Lubolz,6,51.9633,13.8228,5000,10000,1.0000076,48.4,51.4,41.1,,,,
VA_3818,Luebs (b Magdeburg),6,52.0214,11.9365,5000,10000,1.0000113,72.0,73.4,42.9,,,,
VA_3819,Luebstorf,6,53.7306,11.4125,5000,10000,1.0000083,53.0,53.1,39.6,,,,
VA_3820,Luebz,-4,53.4685,12.0275,5000,10000,1.0000092,58.6,59.2,39.8,,,,
VA_3821,Hoexter-Luechtringen,6,51.7923,9.4281,5000,10000,1.0000149,95.0,94.8,45.3,,,,
VA_3822,Lucka (Kr Altenburg),-1,51.0952,12.3285,5000,10000,1.0000240,152.9,154.7,44.8,,,,
VA_3824,Luckau,-1,51.8593,13.7158,5000,10000,1.0000092,58.5,61.1,41.7,,,,
VA_3825,Luckenau,6,51.0953,12.0795,5000,10000,1.0000286,182.8,184.3,45.1,,,,
VA_3827,Luckenwalde,5,52.0924,13.1617,5000,10000,1.0000072,46.0,48.8,41.2,,,,
VA_3828,Luedenscheid,6,51.2213,7.6298,5000,10000,1.0000633,404.0,402.8,47.3,,,,
VA_3830,Luedersdorf (Meckl),7,53.8346,10.8164,5000,10000,1.0000020,12.7,12.6,39.5,,,,
VA_3831,Ludersheim,6,49.3931,11.3254,5000,10000,1.0000657,419.1,423.2,46.5,,,,
VA_3832,Luedinghausen,6,51.7633,7.4318,5000,10000,1.0000082,52.3,52.2,44.7,,,,
VA_3833,Ludwigsburg,3,48.8930,9.1861,5000,10000,1.0000454,289.5,292.6,48.3,1.0,2.0,0.1,0.5
VA_3834,Ludwigschorgast,6,50.1231,11.5584,5000,10000,1.0000515,328.4,330.4,46.9,,,,
VA_3835,Ludwigsfelde,4,52.2994,13.2687,5000,10000,1.0000063,40.4,43.5,40.2,,,,
VA_3836,Ludwigshafen (Bodensee),6,47.8169,9.0540,5000,10000,1.0000616,392.8,398.6,47.6,,,,
VA_3837,Ludwigshafen (Rhein) Hbf,2,49.4791,8.4340,5000,10000,1.0000141,90.1,92.9,47.4,-1.3,1.8,-0.1,0.3
VA_3838,Ludwigshafen-Mundenheim,5,49.4631,8.4220,5000,10000,1.0000146,92.9,95.8,47.4,,,,
VA_3839,Ludwigshafen-Oggersheim,4,49.4941,8.3829,5000,10000,1.0000140,89.2,91.9,47.4,,,,
VA_3840,Ludwigshafen-Rheingoenheim,5,49.4481,8.4100,5000,10000,1.0000148,94.5,97.3,47.4,,,,
VA_3841,Ludwigshoehe,6,49.5011,11.2504,5000,10000,1.0000510,325.6,329.4,46.5,,,,
VA_3843,Ludwigslust,4,53.3365,11.4955,5000,10000,1.0000054,34.6,35.4,40.0,,,,
VA_3844,Ludwigsstadt,6,50.4882,11.3844,5000,10000,1.0000715,456.3,457.4,47.1,,,,
VA_3845,Ludwigsthal,7,49.0610,13.2396,5000,10000,1.0000975,622.3,626.0,47.1,,,,
VA_3846,Lugau,-1,50.7412,12.7486,5000,10000,1.0000633,404.2,406.1,45.4,,,,
VA_3847,Luegde,6,51.9604,9.2521,5000,10000,1.0000172,110.1,109.8,44.8,,,,
VA_3848,Luhe,6,49.5811,12.1405,5000,10000,1.0000601,383.3,386.7,46.6,,,,
VA_3849,Luhe-Wildenau,6,49.6001,12.1285,5000,10000,1.0000603,385.0,388.4,46.7,,,,
VA_3850,Luisenthal (Saar),5,49.2511,6.9047,5000,10000,1.0000306,195.5,197.6,48.0,,,,
VA_3854,Lunden,5,54.3326,9.0321,5000,10000,1.0000008,4.9,2.8,39.9,,,,
VA_3855,Lueneburg,2,53.2515,10.4213,5000,10000,1.0000024,15.6,16.3,40.3,1.4,2.5,0.1,0.6
VA_3856,Luenen Hbf,4,51.6183,7.5298,5000,10000,1.0000088,56.1,55.8,45.3,,,,
VA_3857,Luenern,6,51.5443,7.7619,5000,10000,1.0000147,93.9,93.3,45.8,,,,
