Station_ID,Station_Name,Station_Category,lat0,lon0,fE,fN,k0,h0,H0,Undulation,ppm_Max,ppm_Range,ppm_avg,ppm_StdDev
VA_0001,Aachen Hbf,2,50.7692,6.0916,5000,10000,1.0000285,181.9,182.1,46.3,-2.9,4.7,-0.2,1.1
VA_0002,Aachen-Rothe Erde,4,50.7712,6.1166,5000,10000,1.0000289,184.4,184.5,46.4,,,,
VA_0003,Aachen West,5,50.7812,6.0716,5000,10000,1.0000299,190.8,191.0,46.3,,,,
VA_0004,Aalen Hbf,3,48.8420,10.0972,5000,10000,1.0000669,426.8,430.5,48.0,-3.3,4.2,-0.2,0.9
VA_0005,Abensberg,6,48.8200,11.8484,5000,10000,1.0000571,364.6,370.2,46.0,,,,
VA_0006,Achern,4,48.6350,8.0659,5000,10000,1.0000222,141.4,144.6,48.5,,,,
VA_0007,Achim,4,53.0175,9.0311,5000,10000,1.0000030,19.0,19.9,40.7,,,,
VA_0008,Achmer,6,52.3914,7.9429,5000,10000,1.0000081,51.4,50.9,43.7,,,,
VA_0010,Adamsdorf,-1,53.4115,13.0477,5000,10000,1.0000124,79.0,80.7,38.6,,,,
VA_0011,Adelebsen,6,51.5793,9.7612,5000,10000,1.0000278,177.3,177.3,45.6,,,,
VA_0012,Adelschlag,6,48.8420,11.2123,5000,10000,1.0000686,437.6,442.5,46.7,,,,
VA_0013,Adelsdorf (Mittelfr),6,49.4761,10.6883,5000,10000,1.0000526,335.7,338.8,47.3,,,,
VA_0014,Adelsheim Nord,6,49.4221,9.3941,5000,10000,1.0000362,231.0,232.9,48.5,,,,
VA_0015,Adelsheim Ost,6,49.4041,9.3961,5000,10000,1.0000362,230.7,232.7,48.5,,,,
VA_0016,Adorf (Erzgeb),-1,50.7652,12.8756,5000,10000,1.0000537,342.6,344.6,45.2,,,,
VA_0017,Adorf (Vogtl),6,50.3252,12.2625,5000,10000,1.0000693,442.3,444.1,46.7,,,,
VA_0018,Affaltrach,6,49.1390,9.3801,5000,10000,1.0000340,217.2,219.7,48.5,,,,
VA_0019,Agatharied,6,47.7669,11.8254,5000,10000,1.0001124,716.9,724.0,46.4,,,,
VA_0020,Agathenburg,6,53.5655,9.5322,5000,10000,1.0000011,7.1,7.4,39.9,,,,
VA_0021,Aha,6,47.8339,8.1349,5000,10000,1.0001466,935.2,938.4,50.0,,,,
VA_0022,Ahaus,5,52.0834,7.0168,5000,10000,1.0000081,51.6,51.4,43.8,,,,
VA_0023,Ahlen (Westf),4,51.7623,7.8959,5000,10000,1.0000133,85.1,84.9,45.0,,,,
VA_0024,Ahlhorn,6,52.9005,8.2099,5000,10000,1.0000073,46.9,47.3,41.4,,,,
VA_0025,Ahlten (Han),5,52.3774,9.9062,5000,10000,1.0000093,59.4,60.2,42.7,,,,
VA_0027,Ahrensburg,4,53.6706,10.2373,5000,10000,1.0000073,46.5,46.6,39.8,,,,
VA_0028,Ahrensfelde,4,52.5724,13.5678,5000,10000,1.0000092,58.8,62.4,38.9,,,,
VA_0029,Ahrensfelde Friedhof,6,52.5824,13.5748,5000,10000,1.0000085,54.0,57.5,38.9,,,,
VA_0030,Ahrensfelde Nord,6,52.5924,13.5838,5000,10000,1.0000094,60.0,63.6,38.9,,,,
VA_0031,Ahrweiler,6,50.5482,7.1078,5000,10000,1.0000176,112.6,112.5,47.6,,,,
VA_0032,Ahrweiler Markt,6,50.5452,7.0948,5000,10000,1.0000173,110.4,110.3,47.6,,,,
VA_0033,Aich (Niederbay),-4,48.4179,12.3995,5000,10000,1.0000726,463.4,470.4,45.3,,,,
VA_0034,Aichach,5,48.4620,11.1243,5000,10000,1.0000687,438.4,444.4,46.3,,,,
VA_0035,Aichstetten,6,47.8889,10.0762,5000,10000,1.0000968,617.7,624.1,47.0,,,,
VA_0036,Ainring,6,47.8159,12.9666,5000,10000,1.0000660,421.0,428.7,45.4,,,,
VA_0038,Aken (Elbe),-1,51.8543,12.0375,5000,10000,1.0000085,54.1,55.4,43.4,,,,
VA_0039,Muenster-Albachten,6,51.9164,7.5288,5000,10000,1.0000102,65.2,65.2,44.3,,,,
VA_0040,Albbruck,6,47.5929,8.1329,5000,10000,1.0000501,319.7,324.4,48.8,,,,
VA_0041,Albersdorf,7,54.1476,9.2931,5000,10000,1.0000066,42.3,41.0,39.7,,,,
VA_0042,Albersweiler (Pfalz),6,49.2191,8.0249,5000,10000,1.0000283,180.6,183.0,48.2,,,,
VA_0044,Albig,6,49.7721,8.1179,5000,10000,1.0000285,181.8,183.0,48.2,,,,
VA_0045,Albrechtshof,5,52.5504,13.1307,5000,10000,1.0000046,29.6,32.7,39.6,,,,
VA_0046,Albshausen,6,50.5472,8.4360,5000,10000,1.0000232,147.9,147.6,48.2,,,,
VA_0047,Albstadt-Ebingen,5,48.2109,9.0280,5000,10000,1.0001123,716.5,720.2,49.0,,,,
VA_0049,Albstadt-Laufen Ort,7,48.2239,8.9180,5000,10000,1.0000972,619.8,623.4,49.1,,,,
VA_0050,Albstadt-Lautlingen,6,48.2149,8.9560,5000,10000,1.0001073,684.4,687.9,49.1,,,,
VA_0051,Aldekerk,6,51.4373,6.4137,5000,10000,1.0000054,34.6,34.8,44.9,,,,
VA_0052,Aletshausen,7,48.2019,10.3852,5000,10000,1.0000813,519.0,525.0,46.8,,,,
VA_0053,Alexanderplatz,3,52.5224,13.4127,5000,10000,1.0000052,33.1,36.5,39.3,0.3,0.4,0.0,0.1
VA_0054,Alfeld (Leine),4,51.9824,9.8192,5000,10000,1.0000145,92.5,92.8,44.2,,,,
VA_0055,Alfhausen,-1,52.5044,7.9649,5000,10000,1.0000068,43.3,42.9,43.2,,,,
VA_0056,Algermissen,6,52.2534,9.9672,5000,10000,1.0000119,76.2,77.0,43.1,,,,
VA_0057,Aligse,6,52.4044,9.9802,5000,10000,1.0000090,57.4,58.3,42.6,,,,
VA_0059,Allendorf (Dillkr),7,50.7452,8.1859,5000,10000,1.0000467,297.8,296.8,48.4,,,,
VA_0060,Allensbach,5,47.7149,9.0700,5000,10000,1.0000614,391.5,397.8,47.2,,,,
VA_0061,Allmendingen,6,48.3290,9.7231,5000,10000,1.0000805,513.3,518.1,47.8,,,,
VA_0062,Alpen,7,51.5843,6.5187,5000,10000,1.0000036,23.2,23.3,44.6,,,,
VA_0063,Alpirsbach,6,48.3450,8.3989,5000,10000,1.0000675,430.4,433.2,49.5,,,,
VA_0064,Alsenz,6,49.7281,7.8179,5000,10000,1.0000236,150.6,151.5,48.5,,,,
VA_0065,Alsfeld (Oberhess),5,50.7522,9.2651,5000,10000,1.0000440,280.5,280.3,47.7,,,,
VA_0066,Alsheim,5,49.7671,8.3429,5000,10000,1.0000137,87.7,89.4,47.8,,,,
VA_0067,Alt Huettendorf,6,52.9594,13.7858,5000,10000,1.0000103,65.7,69.2,37.8,,,,
VA_0071,Alt Rosenthal,6,52.5514,14.2809,5000,10000,1.0000061,38.8,43.0,38.1,,,,
VA_0072,Alt Schwerin,-4,53.5135,12.3576,5000,10000,1.0000102,65.1,65.8,39.5,,,,
VA_0073,Altbach,3,48.7210,9.3831,5000,10000,1.0000381,243.4,247.1,48.1,-3.6,3.8,-0.2,0.6
VA_0074,Altdoebern,6,51.6543,14.0108,5000,10000,1.0000143,91.3,94.2,41.9,,,,
VA_0075,Altdorf (b Nuernberg),6,49.3911,11.3554,5000,10000,1.0000682,435.2,439.3,46.5,,,,
VA_0076,Altdorf West,6,49.3921,11.3424,5000,10000,1.0000653,416.9,420.9,46.5,,,,
VA_0077,Alte Veste,6,49.4551,10.9733,5000,10000,1.0000487,310.6,314.2,46.8,,,,
VA_0078,Alte Woehr,4,53.5995,10.0362,5000,10000,1.0000017,10.8,11.0,39.9,,,,
VA_0079,Altefaehr,6,54.3246,13.1427,5000,10000,1.0000012,7.4,8.2,36.7,,,,
VA_0080,Altena (Westf),4,51.3033,7.6699,5000,10000,1.0000248,158.1,156.9,47.0,,,,
VA_0081,Altenahr,6,50.5172,6.9908,5000,10000,1.0000255,162.4,162.2,47.7,,,,
VA_0082,Altenau (Bay),7,47.6489,11.0183,5000,10000,1.0001301,830.0,836.2,47.6,,,,
VA_0083,Altenbach,6,51.3573,12.6836,5000,10000,1.0000185,118.3,120.7,43.5,,,,
VA_0084,Altenbamberg,6,49.7881,7.8319,5000,10000,1.0000199,127.2,128.1,48.5,,,,
VA_0085,Altenbeken,3,51.7673,8.9440,5000,10000,1.0000419,267.4,266.9,45.5,-11.6,16.2,-0.1,3.2
VA_0086,Kurort Altenberg (Erzgeb),5,50.7672,13.7557,5000,10000,1.0001178,751.5,754.5,44.0,,,,
VA_0087,Altenberge,6,52.0534,7.4818,5000,10000,1.0000113,72.3,72.3,44.0,,,,
VA_0088,Felsberg-Altenbrunslar,6,51.1663,9.4461,5000,10000,1.0000256,163.1,162.9,46.7,,,,
VA_0089,Altenburg,5,50.9982,12.4456,5000,10000,1.0000278,177.4,179.2,45.1,,,,
VA_0090,Altenburg Nord,-1,51.0122,12.4206,5000,10000,1.0000259,165.4,167.1,45.0,,,,
VA_0091,Altenburg-Rasephas,-1,51.0102,12.4386,5000,10000,1.0000274,174.6,176.4,45.0,,,,
VA_0093,Halle MESSE,6,51.4563,12.0295,5000,10000,1.0000148,94.3,95.6,44.5,,,,
VA_0094,Altenerding,6,48.2949,11.9034,5000,10000,1.0000723,461.2,468.5,45.3,,,,
VA_0095,Altenfeld (Rhoen),7,50.4522,9.8512,5000,10000,1.0000646,412.1,412.7,47.7,,,,
VA_0096,Altenglan,6,49.5501,7.4628,5000,10000,1.0000311,198.4,199.5,48.7,,,,
VA_0097,Altengoers,7,53.9006,10.3573,5000,10000,1.0000069,44.3,43.9,39.6,,,,
VA_0098,Altengrabow,-1,52.1984,12.1755,5000,10000,1.0000150,95.8,98.0,41.6,,,,
VA_0099,Allersberg (Rothsee),6,49.2631,11.2144,5000,10000,1.0000611,390.1,394.4,46.5,,,,
VA_0101,Altenhain (b Brandis),-1,51.2933,12.6836,5000,10000,1.0000230,146.6,148.9,43.8,,,,
VA_0103,Altenhausen (Kr Haldensleben),-1,52.2674,11.2584,5000,10000,1.0000214,136.8,137.3,43.2,,,,
VA_0104,Lennestadt-Altenhundem,4,51.1053,8.0729,5000,10000,1.0000437,278.9,277.4,48.0,,,,
VA_0105,Altenkirchen (Westerw),6,50.6852,7.6388,5000,10000,1.0000337,215.1,214.6,47.9,,,,
VA_0107,Altenschwand,-1,49.3160,12.2525,5000,10000,1.0000622,396.6,400.8,46.3,,,,
VA_0108,Altenseelbach,7,50.7852,7.9929,5000,10000,1.0000413,263.7,262.7,48.2,,,,
VA_0109,Altenstadt (Hess),6,50.2842,8.9450,5000,10000,1.0000190,121.4,122.0,47.9,,,,
VA_0110,Altenstadt (Iller),6,48.1619,10.1112,5000,10000,1.0000820,523.1,529.0,47.0,,,,
VA_0111,Altentreptow,6,53.6935,13.2447,5000,10000,1.0000049,31.3,33.2,37.5,,,,
VA_0113,Altenwillershagen,6,54.2606,12.5747,5000,10000,1.0000026,16.6,16.9,37.6,,,,
VA_0114,Altersbach,7,50.7022,10.5463,5000,10000,1.0000724,462.0,462.7,47.0,,,,
VA_0115,Altglashuetten-Falkau,7,47.8599,8.1149,5000,10000,1.0001493,952.3,955.4,50.1,,,,
VA_0116,Altglienicke,4,52.4084,13.5608,5000,10000,1.0000061,39.2,42.7,39.4,,,,
VA_0117,Althegnenberg,5,48.2369,11.0643,5000,10000,1.0000828,528.0,534.4,46.3,,,,
VA_0119,Altheim (Hess),6,49.9241,8.8920,5000,10000,1.0000210,133.8,135.2,47.9,,,,
VA_0121,Althof,7,54.0916,11.9235,5000,10000,1.0000049,31.2,31.0,38.6,,,,
VA_0124,Altmittweida,6,50.9702,12.9616,5000,10000,1.0000462,295.0,297.2,44.5,,,,
VA_0125,Morschen-Altmorschen,6,51.0683,9.6121,5000,10000,1.0000285,181.9,181.8,46.9,,,,
VA_0126,Altomuenster,6,48.3860,11.2563,5000,10000,1.0000764,487.5,493.9,46.1,,,,
VA_0127,Altoetting,-4,48.2219,12.6765,5000,10000,1.0000621,396.0,403.7,44.8,,,,
VA_0128,Altranft,6,52.7644,14.0839,5000,10000,1.0000014,9.0,13.0,37.7,,,,
VA_0130,Altshausen,6,47.9319,9.5521,5000,10000,1.0000887,565.9,572.0,47.1,,,,
VA_0131,Altstaedten (Allgaeu),6,47.4899,10.2822,5000,10000,1.0001160,739.8,745.4,48.5,,,,
VA_0132,Alttann,7,47.8419,9.7941,5000,10000,1.0001041,663.9,670.4,47.0,,,,
VA_0133,Alzey,3,49.7511,8.1109,5000,10000,1.0000299,190.6,191.9,48.2,-4.5,8.1,-0.0,1.9
VA_0134,Amberg,5,49.4491,11.8644,5000,10000,1.0000600,383.0,387.0,46.4,,,,
VA_0135,Muenster-Amelsbueren,6,51.8854,7.5998,5000,10000,1.0000103,65.7,65.7,44.4,,,,
VA_0137,Ammelshain,-1,51.2953,12.6456,5000,10000,1.0000212,135.0,137.3,43.8,,,,
VA_0138,Amorbach,-4,49.6471,9.2241,5000,10000,1.0000242,154.7,156.4,48.2,,,,
VA_0139,Ampfing,5,48.2549,12.4125,5000,10000,1.0000644,411.1,418.6,45.0,,,,
VA_0140,Amsdorf,6,51.4653,11.7215,5000,10000,1.0000146,93.4,94.3,44.9,,,,
VA_0141,Amstetten (Wuertt),6,48.5790,9.8742,5000,10000,1.0000905,577.6,581.6,48.1,,,,
VA_0142,Amtshainersdorf,7,50.9672,14.2338,5000,10000,1.0000391,249.6,252.7,43.3,,,,
VA_0143,Anderbeck,-1,51.9864,10.9414,5000,10000,1.0000217,138.4,139.3,43.7,,,,
VA_0144,Andernach,3,50.4362,7.4058,5000,10000,1.0000104,66.5,66.5,47.8,-1.6,2.3,-0.0,0.5
VA_0145,Anderten-Misburg,5,52.3704,9.8622,5000,10000,1.0000098,62.3,63.0,42.8,,,,
VA_0146,Leipzig Anger-Crottendorf,6,51.3333,12.4226,5000,10000,1.0000188,120.0,122.0,44.0,,,,
VA_0147,Angermund,6,51.3323,6.7827,5000,10000,1.0000056,35.8,35.6,45.6,,,,
VA_0148,Angermuende,3,53.0165,13.9978,5000,10000,1.0000070,44.8,48.5,37.3,-0.5,0.9,0.0,0.2
VA_0149,Angern-Rogaetz,6,52.3394,11.7615,5000,10000,1.0000069,44.1,45.8,41.8,,,,
VA_0150,Angersbach,6,50.6322,9.4481,5000,10000,1.0000403,257.5,257.5,47.8,,,,
VA_0151,Angersdorf,6,51.4613,11.9045,5000,10000,1.0000139,88.5,89.6,44.7,,,,
VA_0152,Anklam,5,53.8576,13.7038,5000,10000,1.0000002,1.2,3.6,36.3,,,,
VA_0155,Annaberg-Buchholz unt Bf,-4,50.5802,12.9996,5000,10000,1.0000838,534.9,537.1,45.4,,,,
VA_0156,Annaburg,6,51.7303,13.0347,5000,10000,1.0000115,73.7,76.2,42.4,,,,
VA_0158,Annweiler am Trifels,5,49.2061,7.9669,5000,10000,1.0000278,177.2,179.4,48.4,,,,
VA_0160,Anrath,5,51.2873,6.4507,5000,10000,1.0000058,37.1,37.4,45.2,,,,
VA_0161,Ansbach,3,49.2991,10.5793,5000,10000,1.0000634,404.8,408.0,47.5,-2.1,3.0,-0.2,0.7
VA_0163,Anwanden,6,49.4131,10.9313,5000,10000,1.0000535,341.5,345.2,46.8,,,,
VA_0164,Anzefahr,6,50.8472,8.8610,5000,10000,1.0000318,203.0,202.4,47.8,,,,
VA_0165,Anzenkirchen,-4,48.4359,13.0236,5000,10000,1.0000556,354.9,362.0,44.9,,,,
VA_0166,Apolda,4,51.0322,11.5274,5000,10000,1.0000280,178.4,179.7,45.7,,,,
VA_0167,Nottuln-Appelhuelsen,4,51.8934,7.4268,5000,10000,1.0000105,67.0,67.0,44.3,,,,
VA_0168,Appenweier,4,48.5420,7.9739,5000,10000,1.0000223,142.4,145.8,48.5,,,,
VA_0169,Ardey,7,51.4823,7.7279,5000,10000,1.0000264,168.2,167.5,46.1,,,,
VA_0170,Arendsee (Altm),-1,52.8795,11.4945,5000,10000,1.0000046,29.3,30.7,40.6,,,,
VA_0171,Arensdorf (b Koethen),6,51.7113,12.0085,5000,10000,1.0000140,89.2,90.5,43.9,,,,
VA_0172,Arenshausen,6,51.3763,9.9702,5000,10000,1.0000328,209.4,209.5,46.0,,,,
VA_0173,Arfurt (Lahn),6,50.4072,8.2119,5000,10000,1.0000183,116.5,116.4,48.2,,,,
VA_0174,Bad Muenstereifel Arloff,7,50.5992,6.7877,5000,10000,1.0000350,223.5,223.4,47.4,,,,
VA_0175,Armsheim,5,49.8091,8.0749,5000,10000,1.0000220,140.2,141.2,48.3,,,,
VA_0176,Arnbach,6,48.3419,11.3454,5000,10000,1.0000734,468.3,474.8,46.0,,,,
VA_0177,Arnsberg (Westf),4,51.4073,8.0689,5000,10000,1.0000307,196.1,194.9,46.9,,,,
VA_0178,Arnschwang,6,49.2760,12.8136,5000,10000,1.0000605,386.2,389.9,46.7,,,,
VA_0179,Arnsdorf (b Dresden),5,51.0942,13.9838,5000,10000,1.0000388,247.8,250.7,43.3,,,,
VA_0180,Arnstadt Hbf,4,50.8432,10.9493,5000,10000,1.0000434,276.9,277.9,46.4,,,,
VA_0181,Arnstadt Sued,6,50.8322,10.9563,5000,10000,1.0000437,278.7,279.7,46.4,,,,
VA_0183,Arras,-1,51.0572,12.9026,5000,10000,1.0000399,254.9,257.2,44.3,,,,
VA_0184,Arsbeck,7,51.1533,6.2076,5000,10000,1.0000115,73.2,73.7,45.1,,,,
VA_0185,Artern,6,51.3643,11.3124,5000,10000,1.0000197,125.8,126.5,45.4,,,,
VA_0186,Arzberg (Oberfr),6,50.0561,12.1995,5000,10000,1.0000729,465.1,467.3,46.9,,,,
VA_0187,Aschaffenburg Hbf,2,49.9821,9.1451,5000,10000,1.0000200,127.8,129.1,47.9,-0.5,0.8,-0.0,0.2
VA_0188,Aschaffenburg Sued,6,49.9691,9.1541,5000,10000,1.0000218,139.1,140.4,47.9,,,,
VA_0190,Aschau (Chiemgau),6,47.7799,12.3275,5000,10000,1.0000936,597.2,604.6,45.9,,,,
VA_0191,Ascheberg (Holst),5,54.1496,10.3403,5000,10000,1.0000066,42.0,40.9,39.5,,,,
VA_0192,Ascheberg (Westf),6,51.7844,7.6018,5000,10000,1.0000117,74.7,74.7,44.7,,,,
VA_0193,Aschendorf,6,53.0535,7.3378,5000,10000,1.0000007,4.2,4.3,41.1,,,,
VA_0194,Aschersleben Pbf,4,51.7583,11.4674,5000,10000,1.0000184,117.7,118.6,44.2,,,,
VA_0195,Ashausen,5,53.3705,10.1473,5000,10000,1.0000006,3.8,4.2,40.3,,,,
VA_0196,Asperg,4,48.9080,9.1491,5000,10000,1.0000416,265.4,268.6,48.3,,,,
VA_0197,Asselheim,7,49.5771,8.1629,5000,10000,1.0000268,170.9,172.8,48.0,,,,
VA_0198,Assenheim (Oberhess),6,50.3062,8.8130,5000,10000,1.0000222,141.7,142.3,47.9,,,,
VA_0199,Asslar,6,50.5902,8.4640,5000,10000,1.0000251,160.3,159.8,48.2,,,,
VA_0200,Assling (Oberbay),5,47.9899,11.9954,5000,10000,1.0000784,500.4,508.3,45.3,,,,
VA_0201,Assmannshausen,5,49.9861,7.8679,5000,10000,1.0000128,81.6,82.1,48.5,,,,
VA_0202,Attendorn,6,51.1263,7.9089,5000,10000,1.0000400,255.3,253.9,47.8,,,,
VA_0203,Attilastrasse,4,52.4494,13.3627,5000,10000,1.0000071,45.2,48.5,39.5,,,,
VA_0204,Au (Sieg),3,50.7752,7.6578,5000,10000,1.0000227,145.1,144.4,47.8,-6.2,8.0,-0.6,2.2
VA_0205,Aue (Sachs),-4,50.5932,12.7006,5000,10000,1.0000543,346.4,348.5,45.6,,,,
VA_0207,Aue-Wingeshausen,7,51.0533,8.2909,5000,10000,1.0000685,437.1,435.4,48.3,,,,
VA_0208,Auehuette,7,50.7212,10.4183,5000,10000,1.0000437,279.1,279.8,46.9,,,,
VA_0209,Auerbach (b Mosbach),6,49.4011,9.2241,5000,10000,1.0000372,237.1,239.1,48.5,,,,
VA_0210,Auerbach (Vogtl) Hp,7,50.5082,12.3805,5000,10000,1.0000852,543.5,545.3,46.1,,,,
VA_0211,Auerbach (Vogtl) ob Bf,7,50.5202,12.3835,5000,10000,1.0000845,539.2,541.0,46.1,,,,
VA_0212,Auerbach (Vogtl) unt Bf,7,50.5132,12.3925,5000,10000,1.0000784,500.0,501.9,46.1,,,,
VA_0213,Auersmacher,6,49.1441,7.0458,5000,10000,1.0000304,194.1,196.3,48.2,,,,
VA_0214,Auerstedt,7,51.1033,11.5914,5000,10000,1.0000238,151.6,152.8,45.5,,,,
VA_0216,Aufhausen (b Erding),6,48.2749,11.8954,5000,10000,1.0000733,467.7,475.0,45.3,,,,
VA_0217,Aufhausen (Wuertt),7,48.8570,10.3182,5000,10000,1.0000802,511.4,515.2,47.8,,,,
VA_0218,Auggen,5,47.7909,7.5878,5000,10000,1.0000360,229.9,233.8,49.2,,,,
VA_0219,Augsburg Haunstetterstrasse,3,48.3560,10.9023,5000,10000,1.0000751,479.0,485.1,46.4,-1.1,2.1,-0.1,0.6
VA_0220,Augsburg Hbf,1,48.3660,10.8873,5000,10000,1.0000757,482.9,489.1,46.4,1.7,2.6,0.1,0.5
VA_0221,Augsburg Hirblingerstrasse,-1,48.3990,10.8593,5000,10000,1.0000736,469.5,475.5,46.5,,,,
VA_0222,Augsburg Morellstrasse,6,48.3560,10.8943,5000,10000,1.0000763,486.8,492.9,46.4,,,,
VA_0223,Augsburg-Hochzoll,3,48.3539,10.9443,5000,10000,1.0000747,476.7,482.9,46.4,-0.6,0.8,-0.1,0.2
VA_0224,Augsburg-Oberhausen,4,48.3820,10.8743,5000,10000,1.0000731,466.6,472.6,46.5,,,,
VA_0225,Augustfehn,5,53.2225,7.7609,5000,10000,1.0000005,3.2,3.3,40.6,,,,
VA_0226,Aulendorf,4,47.9539,9.6451,5000,10000,1.0000848,541.2,547.4,47.1,,,,
VA_0227,Auma,-1,50.7042,11.8955,5000,10000,1.0000603,384.9,386.3,46.2,,,,
VA_0228,Aumenau,6,50.4012,8.2499,5000,10000,1.0000199,127.0,126.9,48.2,,,,
VA_0229,Aumuehle,4,53.5315,10.3163,5000,10000,1.0000036,23.2,23.4,40.0,,,,
VA_0230,Auringen-Medenbach,6,50.1152,8.3329,5000,10000,1.0000363,231.6,232.2,48.2,,,,
VA_0231,Aussenried,7,49.0170,13.1836,5000,10000,1.0000900,574.5,578.5,46.9,,,,
VA_0232,Auw an der Kyll,6,49.9051,6.6157,5000,10000,1.0000265,169.0,169.5,48.1,,,,
VA_0233,Aying,6,47.9699,11.7714,5000,10000,1.0000932,594.8,602.4,45.6,,,,
VA_0234,Eiswoog,7,49.5181,7.9849,5000,10000,1.0000439,280.1,281.5,48.5,,,,
VA_0235,Hueckelhoven-Baal,4,51.0343,6.2746,5000,10000,1.0000098,62.3,62.8,45.4,,,,
VA_0236,Baalberge,6,51.7643,11.7865,5000,10000,1.0000111,70.9,72.0,44.0,,,,
VA_0237,Babelsberg,4,52.3924,13.0947,5000,10000,1.0000046,29.6,32.6,40.1,,,,
VA_0238,Babenhausen (Hess),5,49.9591,8.9580,5000,10000,1.0000195,124.2,125.5,47.9,,,,
VA_0239,Babstadt,7,49.2411,9.0620,5000,10000,1.0000389,248.1,250.4,48.5,,,,
VA_0240,Bacharach,5,50.0572,7.7709,5000,10000,1.0000124,79.0,79.3,48.5,,,,
VA_0241,Bachern,6,48.2809,11.3804,5000,10000,1.0000766,488.4,495.1,45.9,,,,
VA_0242,Bachfeld,7,50.4072,10.9833,5000,10000,1.0000639,407.9,409.3,46.9,,,,
VA_0243,Bachheim,7,47.8629,8.3999,5000,10000,1.0001178,751.2,755.0,49.4,,,,
VA_0244,Backnang,3,48.9440,9.4271,5000,10000,1.0000431,274.8,277.9,48.3,6.7,10.7,0.9,3.6
VA_0245,Bad Abbach,6,48.9240,11.9955,5000,10000,1.0000535,341.2,346.6,45.9,,,,
VA_0246,Bad Aibling,5,47.8629,12.0054,5000,10000,1.0000740,471.9,479.7,45.5,,,,
VA_0247,Bad Bellingen,6,47.7319,7.5588,5000,10000,1.0000401,256.0,260.0,49.2,,,,
VA_0248,Bad Bentheim,4,52.3114,7.1598,5000,10000,1.0000085,54.5,54.1,43.5,,,,
VA_0249,Bad Berka,7,50.8972,11.2834,5000,10000,1.0000424,270.8,271.9,46.1,,,,
VA_0251,Bad Berleburg,6,51.0523,8.3950,5000,10000,1.0000659,420.8,419.2,48.3,,,,
VA_0253,Bad Bevensen,5,53.0795,10.5753,5000,10000,1.0000058,37.3,38.2,40.6,,,,
VA_0256,Bad Blankenburg (Thueringerw),6,50.6842,11.2764,5000,10000,1.0000345,220.3,221.5,46.6,,,,
VA_0257,Bad Bodendorf,6,50.5572,7.2178,5000,10000,1.0000116,73.7,73.7,47.5,,,,
VA_0258,Bad Brambach,6,50.2192,12.3125,5000,10000,1.0000898,572.8,574.8,46.6,,,,
VA_0259,Bad Breisig,5,50.5052,7.3058,5000,10000,1.0000095,60.8,60.7,47.7,,,,
VA_0261,Bad Camberg,5,50.2972,8.2559,5000,10000,1.0000336,214.2,214.2,48.3,,,,
VA_0262,Bad Doberan,5,54.1016,11.9065,5000,10000,1.0000033,21.1,20.9,38.6,,,,
VA_0263,Ammern,7,51.2343,10.4593,5000,10000,1.0000355,226.3,226.7,46.0,,,,
VA_0264,Bad Driburg (Westf),6,51.7313,9.0321,5000,10000,1.0000334,213.2,212.8,45.5,,,,
VA_0265,Bad Dueben (Mulde),-3,51.5893,12.6006,5000,10000,1.0000141,90.1,92.3,43.1,,,,
VA_0266,Bad Duerkheim,4,49.4621,8.1719,5000,10000,1.0000200,127.7,129.8,48.0,,,,
VA_0267,Bad Duerkheim-Trift,6,49.4671,8.1939,5000,10000,1.0000176,112.3,114.6,47.9,,,,
VA_0268,Bad Duerrenberg,6,51.3063,12.0725,5000,10000,1.0000153,97.5,99.0,44.7,,,,
VA_0269,Bad Elster,7,50.2982,12.2575,5000,10000,1.0000735,468.9,470.6,46.7,,,,
VA_0271,Bad Ems,5,50.3292,7.7299,5000,10000,1.0000132,84.1,84.1,48.1,,,,
VA_0272,Bad Ems West,6,50.3322,7.7069,5000,10000,1.0000123,78.3,78.3,48.1,,,,
VA_0274,Bad Endorf (Oberbay),4,47.9059,12.3035,5000,10000,1.0000811,517.3,525.2,45.2,,,,
VA_0275,Bad Frankenhausen (Kyffh),-1,51.3503,11.0974,5000,10000,1.0000209,133.5,134.1,45.6,,,,
VA_0276,Bad Freienwalde (Oder),6,52.7914,14.0378,5000,10000,1.0000001,0.9,4.8,37.7,,,,
VA_0277,Bad Friedrichshall Hbf,3,49.2331,9.2011,5000,10000,1.0000242,154.2,156.6,48.5,1.8,2.9,-0.2,0.6
VA_0278,Bad Friedrichshall-Kochendorf,6,49.2201,9.2121,5000,10000,1.0000240,153.1,155.5,48.5,,,,
VA_0279,Bad Gandersheim,6,51.8684,10.0212,5000,10000,1.0000217,138.6,138.9,44.6,,,,
VA_0280,Bad Griesbach,7,48.4500,8.2319,5000,10000,1.0000715,455.9,458.6,49.4,,,,
VA_0281,Bad Harzburg,4,51.8894,10.5563,5000,10000,1.0000371,236.6,236.8,44.6,,,,
VA_0282,Bad Hersfeld,3,50.8712,9.7172,5000,10000,1.0000317,202.1,202.1,47.3,-2.1,2.5,-0.2,0.5
VA_0284,Bad Homburg,3,50.2212,8.6220,5000,10000,1.0000260,166.2,166.8,48.0,-1.6,2.7,0.0,0.5
VA_0285,Bad Honnef (Rhein),5,50.6412,7.2208,5000,10000,1.0000090,57.5,57.4,47.4,,,,
